liga,temporada,equipo,fecha,sede,asistencia,arbitro,id,G,A,TR,TA,Crn,S,SOnT,BS,P,C,E,O,FC,FR,SAV,AP,HW,SIB,SOB,HS,GK,Ti,GOTB,RFG,LFG,HG,PG,GFSP,contrincante,posicion,liga_rival,temporada_rival,equipo_rival,fecha_rival,sede_rival,asistencia_rival,arbitro_rival,G_rival,A_rival,TR_rival,TA_rival,Crn_rival,S_rival,SOnT_rival,BS_rival,P_rival,C_rival,E_rival,O_rival,FC_rival,FR_rival,SAV_rival,AP_rival,HW_rival,SIB_rival,SOB_rival,HS_rival,GK_rival,Ti_rival,GOTB_rival,RFG_rival,LFG_rival,HG_rival,PG_rival,GFSP_rival,contrincante_rival,posicion_rival
UEFA Champions League,2024/2025,Paris Saint-Germain FC,22 de octubre de 2024,Parque de los Prï¿½ï¿½nci,47511.0,Glenn Nyberg,paris.saint-germain_psv.eindhoven_22102024,1,1,0,1,14,26,8,8,589,32,18,0,11,11,2,515,1,16,10,3,6,16,1,1,0,0,0,0,PSV Eindhoven,Local,UEFA Champions League,2024/2025,PSV Eindhoven,22 de octubre de 2024,Parque de los Prï¿½ï¿½nci,47511.0,Glenn Nyberg,1,1,0,5,3,8,3,1,383,18,21,2,12,9,7,314,0,3,5,2,16,12,1,1,0,0,0,0,Paris Saint-Germain FC,Visitante
UEFA Champions League,2023/2024,Paris Saint-Germain FC,14 de febrero de 2024,Parque de los Prï¿½ï¿½nci,46435.0,Marco Guida,paris.saint-germain_real.sociedad.fï¿½ï¿½tbol_1402,2,1,0,0,9,14,6,3,570,14,28,3,6,13,0,481,1,9,5,1,7,23,0,1,1,0,0,0,Real Sociedad de Fï¿½ï¿½,Local,UEFA Champions League,2023/2024,Real Sociedad de Fï¿½ï¿½,14 de febrero de 2024,Parque de los Prï¿½ï¿½nci,46435.0,Marco Guida,0,0,0,2,7,9,0,3,337,15,21,2,15,5,4,265,1,6,3,2,6,18,0,0,0,0,0,0,Paris Saint-Germain FC,Visitante
UEFA Champions League,2023/2024,Real Sociedad de Fï¿½ï¿½,14 de febrero de 2024,Parque de los Prï¿½ï¿½nci,46435.0,Marco Guida,paris.saint-germain_real.sociedad.fï¿½ï¿½tbol_1402,0,0,0,2,7,9,0,3,337,15,21,2,15,5,4,265,1,6,3,2,6,18,0,0,0,0,0,0,Paris Saint-Germain FC,Visitante,UEFA Champions League,2023/2024,Paris Saint-Germain FC,14 de febrero de 2024,Parque de los Prï¿½ï¿½nci,46435.0,Marco Guida,2,1,0,0,9,14,6,3,570,14,28,3,6,13,0,481,1,9,5,1,7,23,0,1,1,0,0,0,Real Sociedad de Fï¿½ï¿½,Local
UEFA Champions League,2023/2024,Arsenal FC,12 de diciembre de 2023,Philips Stadion ,35000.0,Tobias Stieler,psv.eindhoven_arsenal_12122023,1,1,0,0,2,12,3,2,565,8,16,1,6,8,4,499,1,9,3,4,11,18,0,0,1,0,0,0,PSV Eindhoven,Visitante,UEFA Champions League,2023/2024,PSV Eindhoven,12 de diciembre de 2023,Philips Stadion ,35000.0,Tobias Stieler,1,1,0,0,4,17,6,3,397,14,18,1,9,6,2,342,2,10,7,3,8,16,0,1,0,0,0,0,Arsenal FC,Local
UEFA Champions League,2023/2024,PSV Eindhoven,12 de diciembre de 2023,Philips Stadion ,35000.0,Tobias Stieler,psv.eindhoven_arsenal_12122023,1,1,0,0,4,17,6,3,397,14,18,1,9,6,2,342,2,10,7,3,8,16,0,1,0,0,0,0,Arsenal FC,Local,UEFA Champions League,2023/2024,Arsenal FC,12 de diciembre de 2023,Philips Stadion ,35000.0,Tobias Stieler,1,1,0,0,2,12,3,2,565,8,16,1,6,8,4,499,1,9,3,4,11,18,0,0,1,0,0,0,PSV Eindhoven,Visitante
UEFA Champions League,2023/2024,BV Borussia 09 Dortmund,20 de febrero de 2024,Philips Stadion ,34950.0,Srï¿½ï¿½an Jovano,psv.eindhoven_bv.borussia.09.dortmund_20022024,1,1,0,2,4,8,5,0,407,12,25,1,15,7,4,307,1,6,2,1,10,20,0,1,0,0,0,0,PSV Eindhoven,Visitante,UEFA Champions League,2023/2024,PSV Eindhoven,20 de febrero de 2024,Philips Stadion ,34950.0,Srï¿½ï¿½an Jovano,1,0,0,1,4,14,4,2,490,25,16,2,8,15,4,412,0,8,6,1,6,14,0,1,0,0,1,0,BV Borussia 09 Dortmund,Local
UEFA Champions League,2023/2024,PSV Eindhoven,20 de febrero de 2024,Philips Stadion ,34950.0,Srï¿½ï¿½an Jovano,psv.eindhoven_bv.borussia.09.dortmund_20022024,1,0,0,1,4,14,4,2,490,25,16,2,8,15,4,412,0,8,6,1,6,14,0,1,0,0,1,0,BV Borussia 09 Dortmund,Local,UEFA Champions League,2023/2024,BV Borussia 09 Dortmund,20 de febrero de 2024,Philips Stadion ,34950.0,Srï¿½ï¿½an Jovano,1,1,0,2,4,8,5,0,407,12,25,1,15,7,4,307,1,6,2,1,10,20,0,1,0,0,0,0,PSV Eindhoven,Visitante
UEFA Champions League,2024/2025,Girona FC,5 de noviembre de 2024,Philips Stadion ,34400.0,Michael Oliver,psv.eindhoven_girona_5112024,0,0,1,5,3,7,3,2,351,6,10,2,10,11,9,289,0,2,5,1,7,13,0,0,0,0,0,0,PSV Eindhoven,Visitante,UEFA Champions League,2024/2025,PSV Eindhoven,5 de noviembre de 2024,Philips Stadion ,34400.0,Michael Oliver,3,3,0,4,7,25,12,5,569,19,17,1,11,10,3,513,1,15,10,1,4,12,1,2,1,0,0,0,Girona FC,Local
UEFA Champions League,2024/2025,PSV Eindhoven,5 de noviembre de 2024,Philips Stadion ,34400.0,Michael Oliver,psv.eindhoven_girona_5112024,3,3,0,4,7,25,12,5,569,19,17,1,11,10,3,513,1,15,10,1,4,12,1,2,1,0,0,0,Girona FC,Local,UEFA Champions League,2024/2025,Girona FC,5 de noviembre de 2024,Philips Stadion ,34400.0,Michael Oliver,0,0,1,5,3,7,3,2,351,6,10,2,10,11,9,289,0,2,5,1,7,13,0,0,0,0,0,0,PSV Eindhoven,Visitante
UEFA Champions League,2024/2025,Liverpool FC,29 de enero de 2025,Philips Stadion ,35000.0,Tobias Stieler,psv.eindhoven_liverpool_29012025,2,0,1,3,2,9,5,2,454,14,16,1,11,11,1,385,0,5,4,2,7,17,0,1,1,0,1,0,PSV Eindhoven,Visitante,UEFA Champions League,2024/2025,PSV Eindhoven,29 de enero de 2025,Philips Stadion ,35000.0,Tobias Stieler,3,2,0,2,9,12,5,2,516,16,27,3,11,10,3,432,0,7,5,3,3,10,0,2,1,0,0,0,Liverpool FC,Local
UEFA Champions League,2024/2025,PSV Eindhoven,29 de enero de 2025,Philips Stadion ,35000.0,Tobias Stieler,psv.eindhoven_liverpool_29012025,3,2,0,2,9,12,5,2,516,16,27,3,11,10,3,432,0,7,5,3,3,10,0,2,1,0,0,0,Liverpool FC,Local,UEFA Champions League,2024/2025,Liverpool FC,29 de enero de 2025,Philips Stadion ,35000.0,Tobias Stieler,2,0,1,3,2,9,5,2,454,14,16,1,11,11,1,385,0,5,4,2,7,17,0,1,1,0,1,0,PSV Eindhoven,Visitante
UEFA Champions League,2023/2024,PSV Eindhoven,8 de noviembre de 2023,Philips Stadion ,34200.0,Daniel Siebert,psv.eindhoven_racing.lens_8112023,1,1,0,2,3,14,7,3,385,17,23,4,19,10,3,285,0,6,8,2,12,17,0,0,0,1,0,0,Racing Club de Lens,Local,UEFA Champions League,2023/2024,Racing Club de Lens,8 de noviembre de 2023,Philips Stadion ,34200.0,Daniel Siebert,0,0,1,8,7,15,4,4,449,26,14,1,10,18,6,350,1,11,4,4,8,28,0,0,0,0,0,0,PSV Eindhoven,Visitante
UEFA Champions League,2023/2024,Racing Club de Lens,8 de noviembre de 2023,Philips Stadion ,34200.0,Daniel Siebert,psv.eindhoven_racing.lens_8112023,0,0,1,8,7,15,4,4,449,26,14,1,10,18,6,350,1,11,4,4,8,28,0,0,0,0,0,0,PSV Eindhoven,Visitante,UEFA Champions League,2023/2024,PSV Eindhoven,8 de noviembre de 2023,Philips Stadion ,34200.0,Daniel Siebert,1,1,0,2,3,14,7,3,385,17,23,4,19,10,3,285,0,6,8,2,12,17,0,0,0,1,0,0,Racing Club de Lens,Local
UEFA Champions League,2023/2024,PSV Eindhoven,30 de agosto de 2023,Philips Stadion ,34560.0,Josï¿½ï¿½ Marï¿½ï¿½a Sï¿½ï¿½nch,psv.eindhoven_rangers_30082023,4,4,0,2,5,21,10,4,495,23,15,0,14,13,2,410,0,13,8,4,8,23,0,2,0,2,0,0,Rangers FC,Local,UEFA Champions League,2023/2024,Rangers FC,30 de agosto de 2023,Philips Stadion ,34560.0,Josï¿½ï¿½ Marï¿½ï¿½a Sï¿½ï¿½nch,1,1,0,1,4,12,3,4,365,17,12,3,13,14,6,281,1,9,3,0,11,26,0,1,0,0,0,0,PSV Eindhoven,Visitante
UEFA Champions League,2023/2024,Rangers FC,30 de agosto de 2023,Philips Stadion ,34560.0,Josï¿½ï¿½ Marï¿½ï¿½a Sï¿½ï¿½nch,psv.eindhoven_rangers_30082023,1,1,0,1,4,12,3,4,365,17,12,3,13,14,6,281,1,9,3,0,11,26,0,1,0,0,0,0,PSV Eindhoven,Visitante,UEFA Champions League,2023/2024,PSV Eindhoven,30 de agosto de 2023,Philips Stadion ,34560.0,Josï¿½ï¿½ Marï¿½ï¿½a Sï¿½ï¿½nch,4,4,0,2,5,21,10,4,495,23,15,0,14,13,2,410,0,13,8,4,8,23,0,2,0,2,0,0,Rangers FC,Local
UEFA Champions League,2023/2024,PSV Eindhoven,3 de octubre de 2023,Philips Stadion ,34206.0,Daniele Orsato,psv.eindhoven_sevilla_3102023,2,0,0,3,8,26,8,8,458,25,18,3,11,8,0,366,0,18,8,6,1,29,0,2,0,0,1,0,Sevilla FC,Local,UEFA Champions League,2023/2024,Sevilla FC,3 de octubre de 2023,Philips Stadion ,34206.0,Daniele Orsato,2,2,0,2,4,10,2,2,267,17,17,2,9,10,6,187,3,7,3,2,8,16,0,1,0,1,0,0,PSV Eindhoven,Visitante
UEFA Champions League,2023/2024,Sevilla FC,3 de octubre de 2023,Philips Stadion ,34206.0,Daniele Orsato,psv.eindhoven_sevilla_3102023,2,2,0,2,4,10,2,2,267,17,17,2,9,10,6,187,3,7,3,2,8,16,0,1,0,1,0,0,PSV Eindhoven,Visitante,UEFA Champions League,2023/2024,PSV Eindhoven,3 de octubre de 2023,Philips Stadion ,34206.0,Daniele Orsato,2,0,0,3,8,26,8,8,458,25,18,3,11,8,0,366,0,18,8,6,1,29,0,2,0,0,1,0,Sevilla FC,Local
UEFA Champions League,2024/2025,FC Shakhtar Donetsk,27 de noviembre de 2024,Philips Stadion ,35100.0,Urs Schnyder,psv.eindhoven_shakhtar.donetsk_27112024,2,2,1,1,5,12,3,4,277,11,15,0,2,4,15,209,0,8,4,3,10,15,0,1,1,0,0,0,PSV Eindhoven,Visitante,UEFA Champions League,2024/2025,PSV Eindhoven,27 de noviembre de 2024,Philips Stadion ,35100.0,Urs Schnyder,3,0,0,3,12,35,18,10,607,45,19,1,4,2,1,542,0,21,14,7,6,24,2,2,1,0,0,1,FC Shakhtar Donetsk,Local
UEFA Champions League,2024/2025,PSV Eindhoven,27 de noviembre de 2024,Philips Stadion ,35100.0,Urs Schnyder,psv.eindhoven_shakhtar.donetsk_27112024,3,0,0,3,12,35,18,10,607,45,19,1,4,2,1,542,0,21,14,7,6,24,2,2,1,0,0,1,FC Shakhtar Donetsk,Local,UEFA Champions League,2024/2025,FC Shakhtar Donetsk,27 de noviembre de 2024,Philips Stadion ,35100.0,Urs Schnyder,2,2,1,1,5,12,3,4,277,11,15,0,2,4,15,209,0,8,4,3,10,15,0,1,1,0,0,0,PSV Eindhoven,Visitante
UEFA Champions League,2023/2024,PSV Eindhoven,8 de agosto de 2023,Philips Stadion ,31500.0,Radu Mariï¿½ï¿½n Petr,psv.eindhoven_sk.sturm.graz_8082023,4,3,0,0,5,21,11,2,702,17,22,1,10,10,1,613,0,14,7,3,9,25,0,2,0,2,0,0,SK Sturm Graz,Local,UEFA Champions League,2023/2024,SK Sturm Graz,8 de agosto de 2023,Philips Stadion ,31500.0,Radu Mariï¿½ï¿½n Petr,1,1,0,0,4,9,2,2,270,13,19,2,10,10,4,191,0,3,6,1,8,26,0,0,0,1,0,0,PSV Eindhoven,Visitante
UEFA Champions League,2023/2024,SK Sturm Graz,8 de agosto de 2023,Philips Stadion ,31500.0,Radu Mariï¿½ï¿½n Petr,psv.eindhoven_sk.sturm.graz_8082023,1,1,0,0,4,9,2,2,270,13,19,2,10,10,4,191,0,3,6,1,8,26,0,0,0,1,0,0,PSV Eindhoven,Visitante,UEFA Champions League,2023/2024,PSV Eindhoven,8 de agosto de 2023,Philips Stadion ,31500.0,Radu Mariï¿½ï¿½n Petr,4,3,0,0,5,21,11,2,702,17,22,1,10,10,1,613,0,14,7,3,9,25,0,2,0,2,0,0,SK Sturm Graz,Local
UEFA Champions League,2024/2025,PSV Eindhoven,1 de octubre de 2024,Philips Stadion ,34400.0,Marco Guida,psv.eindhoven_sporting.clube.portugal_1102024,1,0,0,3,0,18,6,4,541,10,22,2,18,12,2,474,0,12,6,2,6,9,1,1,0,0,0,0,Sporting Clube de Portugal,Local,UEFA Champions League,2024/2025,Sporting Clube de Portugal,1 de octubre de 2024,Philips Stadion ,34400.0,Marco Guida,1,0,0,2,4,9,3,3,395,7,19,0,15,17,5,317,0,9,0,1,12,24,0,1,0,0,0,0,PSV Eindhoven,Visitante
UEFA Champions League,2024/2025,Sporting Clube de Portugal,1 de octubre de 2024,Philips Stadion ,34400.0,Marco Guida,psv.eindhoven_sporting.clube.portugal_1102024,1,0,0,2,4,9,3,3,395,7,19,0,15,17,5,317,0,9,0,1,12,24,0,1,0,0,0,0,PSV Eindhoven,Visitante,UEFA Champions League,2024/2025,PSV Eindhoven,1 de octubre de 2024,Philips Stadion ,34400.0,Marco Guida,1,0,0,3,0,18,6,4,541,10,22,2,18,12,2,474,0,12,6,2,6,9,1,1,0,0,0,0,Sporting Clube de Portugal,Local
UEFA Champions League,2024/2025,GNK Dinamo Zagreb,28 de agosto de 2024,Tofiq Bï¿½ï¿½hramov adï¿½ï¿½na Respublika s,29800.0,Michael Oliver,qarabaï¿½ï¿½.aï¿½ï¿½dam.fk_gnk.dinamo.zagreb_,1,1,0,2,5,8,2,3,317,9,15,0,13,11,4,236,0,5,3,2,16,13,1,0,1,0,0,0,Qarabaï¿½ï¿½ Aï¿½ï,Visitante,UEFA Champions League,2024/2025,Qarabaï¿½ï¿½ Aï¿½ï,28 de agosto de 2024,Tofiq Bï¿½ï¿½hramov adï¿½ï¿½na Respublika s,29800.0,Michael Oliver,0,0,1,3,5,17,4,5,419,29,25,2,11,13,1,359,0,10,7,4,5,23,0,0,0,0,0,0,GNK Dinamo Zagreb,Local
UEFA Champions League,2024/2025,Qarabaï¿½ï¿½ Aï¿½ï,28 de agosto de 2024,Tofiq Bï¿½ï¿½hramov adï¿½ï¿½na Respublika s,29800.0,Michael Oliver,qarabaï¿½ï¿½.aï¿½ï¿½dam.fk_gnk.dinamo.zagreb_,0,0,1,3,5,17,4,5,419,29,25,2,11,13,1,359,0,10,7,4,5,23,0,0,0,0,0,0,GNK Dinamo Zagreb,Local,UEFA Champions League,2024/2025,GNK Dinamo Zagreb,28 de agosto de 2024,Tofiq Bï¿½ï¿½hramov adï¿½ï¿½na Respublika s,29800.0,Michael Oliver,1,1,0,2,5,8,2,3,317,9,15,0,13,11,4,236,0,5,3,2,16,13,1,0,1,0,0,0,Qarabaï¿½ï¿½ Aï¿½ï,Visitante
UEFA Champions League,2023/2024,Arsenal FC,3 de octubre de 2023,Stade Bollaert-Delelis ,37040.0,Marco Guida,racing.lens_arsenal_3102023,1,1,0,1,5,11,6,3,703,11,11,0,10,7,1,627,0,10,1,3,7,11,0,1,0,0,0,0,Racing Club de Lens,Visitante,UEFA Champions League,2023/2024,Racing Club de Lens,3 de octubre de 2023,Stade Bollaert-Delelis ,37040.0,Marco Guida,2,2,0,1,3,10,3,2,338,15,16,4,8,10,6,264,0,9,1,1,7,17,0,2,0,0,0,0,Arsenal FC,Local
UEFA Champions League,2023/2024,Racing Club de Lens,3 de octubre de 2023,Stade Bollaert-Delelis ,37040.0,Marco Guida,racing.lens_arsenal_3102023,2,2,0,1,3,10,3,2,338,15,16,4,8,10,6,264,0,9,1,1,7,17,0,2,0,0,0,0,Arsenal FC,Local,UEFA Champions League,2023/2024,Arsenal FC,3 de octubre de 2023,Stade Bollaert-Delelis ,37040.0,Marco Guida,1,1,0,1,5,11,6,3,703,11,11,0,10,7,1,627,0,10,1,3,7,11,0,1,0,0,0,0,Racing Club de Lens,Visitante
UEFA Champions League,2023/2024,PSV Eindhoven,24 de octubre de 2023,Stade Bollaert-Delelis ,38133.0,Radu Mariï¿½ï¿½n Petr,racing.lens_psv.eindhoven_24102023,1,1,0,3,4,10,2,4,487,15,12,1,12,18,1,396,1,7,3,4,7,27,1,0,1,0,0,0,Racing Club de Lens,Visitante,UEFA Champions League,2023/2024,Racing Club de Lens,24 de octubre de 2023,Stade Bollaert-Delelis ,38133.0,Radu Mariï¿½ï¿½n Petr,1,1,0,4,4,14,2,5,406,24,17,2,19,12,1,324,0,11,3,3,7,20,0,1,0,0,0,0,PSV Eindhoven,Local
UEFA Champions League,2023/2024,Racing Club de Lens,24 de octubre de 2023,Stade Bollaert-Delelis ,38133.0,Radu Mariï¿½ï¿½n Petr,racing.lens_psv.eindhoven_24102023,1,1,0,4,4,14,2,5,406,24,17,2,19,12,1,324,0,11,3,3,7,20,0,1,0,0,0,0,PSV Eindhoven,Local,UEFA Champions League,2023/2024,PSV Eindhoven,24 de octubre de 2023,Stade Bollaert-Delelis ,38133.0,Radu Mariï¿½ï¿½n Petr,1,1,0,3,4,10,2,4,487,15,12,1,12,18,1,396,1,7,3,4,7,27,1,0,1,0,0,0,Racing Club de Lens,Visitante
UEFA Champions League,2023/2024,Racing Club de Lens,12 de diciembre de 2023,Stade Bollaert-Delelis ,37456.0,Felix Zwayer,racing.lens_sevilla_12122023,2,1,0,4,0,3,2,0,309,2,21,5,11,11,3,233,0,2,1,0,9,25,0,1,1,0,1,0,Sevilla FC,Local,UEFA Champions League,2023/2024,Sevilla FC,12 de diciembre de 2023,Stade Bollaert-Delelis ,37456.0,Felix Zwayer,1,0,0,4,7,10,4,1,568,20,23,0,12,9,0,480,1,7,3,2,3,36,0,1,0,0,1,0,Racing Club de Lens,Visitante
UEFA Champions League,2023/2024,Sevilla FC,12 de diciembre de 2023,Stade Bollaert-Delelis ,37456.0,Felix Zwayer,racing.lens_sevilla_12122023,1,0,0,4,7,10,4,1,568,20,23,0,12,9,0,480,1,7,3,2,3,36,0,1,0,0,1,0,Racing Club de Lens,Visitante,UEFA Champions League,2023/2024,Racing Club de Lens,12 de diciembre de 2023,Stade Bollaert-Delelis ,37456.0,Felix Zwayer,2,1,0,4,0,3,2,0,309,2,21,5,11,11,3,233,0,2,1,0,9,25,0,1,1,0,1,0,Sevilla FC,Local
UEFA Champions League,2023/2024,PSV Eindhoven,22 de agosto de 2023,Ibrox Stadium ,47537.0,Clï¿½ï¿½ment Tu,rangers_psv.eindhoven_22082023,2,2,0,1,10,19,5,9,614,29,15,0,6,13,3,519,0,13,6,4,3,29,0,1,0,1,0,0,Rangers FC,Visitante,UEFA Champions League,2023/2024,Rangers FC,22 de agosto de 2023,Ibrox Stadium ,47537.0,Clï¿½ï¿½ment Tu,2,1,0,4,5,11,5,4,266,13,20,0,14,6,3,164,0,9,2,0,11,18,0,2,0,0,0,0,PSV Eindhoven,Local
UEFA Champions League,2023/2024,Rangers FC,22 de agosto de 2023,Ibrox Stadium ,47537.0,Clï¿½ï¿½ment Tu,rangers_psv.eindhoven_22082023,2,1,0,4,5,11,5,4,266,13,20,0,14,6,3,164,0,9,2,0,11,18,0,2,0,0,0,0,PSV Eindhoven,Local,UEFA Champions League,2023/2024,PSV Eindhoven,22 de agosto de 2023,Ibrox Stadium ,47537.0,Clï¿½ï¿½ment Tu,2,2,0,1,10,19,5,9,614,29,15,0,6,13,3,519,0,13,6,4,3,29,0,1,0,1,0,0,Rangers FC,Visitante
UEFA Champions League,2023/2024,Rangers FC,9 de agosto de 2023,Ibrox Stadium ,48956.0,Donatas Rumï¿½ï,rangers_servette_9082023,2,0,0,2,2,22,8,6,614,28,23,2,17,9,3,514,0,12,10,3,4,23,0,2,0,0,1,0,Servette FC,Local,UEFA Champions League,2023/2024,Servette FC,9 de agosto de 2023,Ibrox Stadium ,48956.0,Donatas Rumï¿½ï,1,0,1,2,5,8,4,2,283,14,14,1,10,15,6,185,0,5,3,0,14,20,0,0,1,0,1,0,Rangers FC,Visitante
UEFA Champions League,2023/2024,Servette FC,9 de agosto de 2023,Ibrox Stadium ,48956.0,Donatas Rumï¿½ï,rangers_servette_9082023,1,0,1,2,5,8,4,2,283,14,14,1,10,15,6,185,0,5,3,0,14,20,0,0,1,0,1,0,Rangers FC,Visitante,UEFA Champions League,2023/2024,Rangers FC,9 de agosto de 2023,Ibrox Stadium ,48956.0,Donatas Rumï¿½ï,2,0,0,2,2,22,8,6,614,28,23,2,17,9,3,514,0,12,10,3,4,23,0,2,0,0,1,0,Servette FC,Local
UEFA Champions League,2024/2025,Aston Villa FC,10 de diciembre de 2024,Red Bull Arena ,40406.0,Maurizio Mariani,rb.leipzig_aston.villa_10122024,3,2,0,2,7,19,8,3,509,17,9,2,7,11,4,436,0,11,8,1,8,14,2,2,1,0,0,0,RB Leipzig,Visitante,UEFA Champions League,2024/2025,RB Leipzig,10 de diciembre de 2024,Red Bull Arena ,40406.0,Maurizio Mariani,2,2,0,1,5,17,6,5,448,12,21,3,12,7,5,380,0,12,5,1,9,9,0,2,0,0,0,0,Aston Villa FC,Local
UEFA Champions League,2024/2025,RB Leipzig,10 de diciembre de 2024,Red Bull Arena ,40406.0,Maurizio Mariani,rb.leipzig_aston.villa_10122024,2,2,0,1,5,17,6,5,448,12,21,3,12,7,5,380,0,12,5,1,9,9,0,2,0,0,0,0,Aston Villa FC,Local,UEFA Champions League,2024/2025,Aston Villa FC,10 de diciembre de 2024,Red Bull Arena ,40406.0,Maurizio Mariani,3,2,0,2,7,19,8,3,509,17,9,2,7,11,4,436,0,11,8,1,8,14,2,2,1,0,0,0,RB Leipzig,Visitante
UEFA Champions League,2023/2024,BSC Young Boys,13 de diciembre de 2023,Red Bull Arena ,43331.0,Manfredas Lukjanï¿½ï¿½,rb.leipzig_bsc.young.boys_13122023,1,1,0,3,3,16,3,2,424,18,16,7,18,9,0,332,0,8,8,6,4,24,0,0,1,0,0,0,RB Leipzig,Visitante,UEFA Champions League,2023/2024,RB Leipzig,13 de diciembre de 2023,Red Bull Arena ,43331.0,Manfredas Lukjanï¿½ï¿½,2,2,0,2,1,10,2,5,501,5,23,3,9,18,2,400,0,5,5,0,9,24,0,0,2,0,0,0,BSC Young Boys,Local
UEFA Champions League,2023/2024,RB Leipzig,13 de diciembre de 2023,Red Bull Arena ,43331.0,Manfredas Lukjanï¿½ï¿½,rb.leipzig_bsc.young.boys_13122023,2,2,0,2,1,10,2,5,501,5,23,3,9,18,2,400,0,5,5,0,9,24,0,0,2,0,0,0,BSC Young Boys,Local,UEFA Champions League,2023/2024,BSC Young Boys,13 de diciembre de 2023,Red Bull Arena ,43331.0,Manfredas Lukjanï¿½ï¿½,1,1,0,3,3,16,3,2,424,18,16,7,18,9,0,332,0,8,8,6,4,24,0,0,1,0,0,0,RB Leipzig,Visitante
UEFA Champions League,2023/2024,FK Crvena zvezda Beograd,25 de octubre de 2023,Red Bull Arena ,42209.0,Josï¿½ï¿½ Marï¿½ï¿½a Sï¿½ï¿½nch,rb.leipzig_fk.crvena.zvezda.beograd_25102023,1,0,0,4,4,16,4,4,290,14,15,1,16,7,7,233,1,8,8,2,9,20,0,1,0,0,0,0,RB Leipzig,Visitante,UEFA Champions League,2023/2024,RB Leipzig,25 de octubre de 2023,Red Bull Arena ,42209.0,Josï¿½ï¿½ Marï¿½ï¿½a Sï¿½ï¿½nch,3,2,0,1,10,27,10,9,560,20,18,1,7,16,3,489,1,17,10,7,13,20,1,2,1,0,0,0,FK Crvena zvezda Beograd,Local
UEFA Champions League,2023/2024,RB Leipzig,25 de octubre de 2023,Red Bull Arena ,42209.0,Josï¿½ï¿½ Marï¿½ï¿½a Sï¿½ï¿½nch,rb.leipzig_fk.crvena.zvezda.beograd_25102023,3,2,0,1,10,27,10,9,560,20,18,1,7,16,3,489,1,17,10,7,13,20,1,2,1,0,0,0,FK Crvena zvezda Beograd,Local,UEFA Champions League,2023/2024,FK Crvena zvezda Beograd,25 de octubre de 2023,Red Bull Arena ,42209.0,Josï¿½ï¿½ Marï¿½ï¿½a Sï¿½ï¿½nch,1,0,0,4,4,16,4,4,290,14,15,1,16,7,7,233,1,8,8,2,9,20,0,1,0,0,0,0,RB Leipzig,Visitante
UEFA Champions League,2024/2025,Juventus FC,2 de octubre de 2024,Red Bull Arena ,45228.0,Franï¿½ï¿½ois Lete,rb.leipzig_juventus_2102024,3,3,1,2,2,16,5,4,483,18,20,1,14,4,5,443,1,10,6,1,8,12,1,0,3,0,0,0,RB Leipzig,Visitante,UEFA Champions League,2024/2025,RB Leipzig,2 de octubre de 2024,Red Bull Arena ,45228.0,Franï¿½ï¿½ois Lete,2,1,0,1,8,24,7,8,389,23,18,0,4,11,2,335,2,17,7,6,5,17,0,1,1,0,1,0,Juventus FC,Local
UEFA Champions League,2024/2025,RB Leipzig,2 de octubre de 2024,Red Bull Arena ,45228.0,Franï¿½ï¿½ois Lete,rb.leipzig_juventus_2102024,2,1,0,1,8,24,7,8,389,23,18,0,4,11,2,335,2,17,7,6,5,17,0,1,1,0,1,0,Juventus FC,Local,UEFA Champions League,2024/2025,Juventus FC,2 de octubre de 2024,Red Bull Arena ,45228.0,Franï¿½ï¿½ois Lete,3,3,1,2,2,16,5,4,483,18,20,1,14,4,5,443,1,10,6,1,8,12,1,0,3,0,0,0,RB Leipzig,Visitante
UEFA Champions League,2024/2025,Liverpool FC,23 de octubre de 2024,Red Bull Arena ,45228.0,Sandro Schï¿½ï¿,rb.leipzig_liverpool_23102024,1,1,0,1,7,17,8,2,599,20,14,0,7,9,6,524,1,9,8,3,8,13,0,1,0,0,0,0,RB Leipzig,Visitante,UEFA Champions League,2024/2025,RB Leipzig,23 de octubre de 2024,Red Bull Arena ,45228.0,Sandro Schï¿½ï¿,0,0,0,2,5,13,6,4,440,13,14,5,9,6,6,368,0,6,7,1,11,15,0,0,0,0,0,0,Liverpool FC,Local
UEFA Champions League,2024/2025,RB Leipzig,23 de octubre de 2024,Red Bull Arena ,45228.0,Sandro Schï¿½ï¿,rb.leipzig_liverpool_23102024,0,0,0,2,5,13,6,4,440,13,14,5,9,6,6,368,0,6,7,1,11,15,0,0,0,0,0,0,Liverpool FC,Local,UEFA Champions League,2024/2025,Liverpool FC,23 de octubre de 2024,Red Bull Arena ,45228.0,Sandro Schï¿½ï¿,1,1,0,1,7,17,8,2,599,20,14,0,7,9,6,524,1,9,8,3,8,13,0,1,0,0,0,0,RB Leipzig,Visitante
